Año Censal,Entidad,Municipio,Actividad económica,H001A Personal ocupado total,A111A Producción bruta total (millones de pesos),A121A Consumo intermedio (millones de pesos),A131A Valor agregado censal bruto (millones de pesos),A211A Inversión total (millones de pesos),A221A Formación bruta de capital fijo (millones de pesos),Q000A Acervo total de activos fijos (millones de pesos)
2023,28 Tamaulipas,012 González,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2023,28 Tamaulipas,012 González,Sector 23 Construcción,,,,,,,
2023,28 Tamaulipas,012 González,Sector 31-33 Industrias manufactureras,706,284.187,184.275,99.912,0.53,1.316,129.232
2023,28 Tamaulipas,012 González,Sector 43 Comercio al por mayor,405,412.335,94.254,318.081,19.341,17.88,250.87
2023,28 Tamaulipas,012 González,Sector 46 Comercio al por menor,2239,501.932,115.925,386.007,4.864,4.532,292.016
2023,28 Tamaulipas,012 González,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2023,28 Tamaulipas,012 González,Sector 51 Información en medios masivos,,,,,,,
2023,28 Tamaulipas,012 González,Sector 52 Servicios financieros y de seguros,,,,,,,
2023,28 Tamaulipas,012 González,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,70,9.714,4.436,5.278,0.004,0.004,17.317
2023,28 Tamaulipas,012 González,"Sector 54 Servicios profesionales, científicos y técnicos",62,8.843,3.233,5.61,0.392,0.389,8.761
2023,28 Tamaulipas,012 González,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",12,1.39,0.977,0.413,0.019,0.013,1.302
2023,28 Tamaulipas,012 González,Sector 61 Servicios educativos,8,0.641,0.252,0.389,0.002,0.002,0.075
2023,28 Tamaulipas,012 González,Sector 62 Servicios de salud y de asistencia social,109,25.614,7.908,17.706,0.77,0.782,20.903
2023,28 Tamaulipas,012 González,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",32,4.661,2.516,2.145,0,0.001,5.372
2023,28 Tamaulipas,012 González,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,800,138.692,79.579,59.113,0.54,0.533,74.976
2023,28 Tamaulipas,012 González,Sector 81 Otros servicios excepto actividades gubernamentales,582,74.257,32.279,41.978,0.504,0.516,60.934
2023,28 Tamaulipas,013 Güémez,Total municipal,510,1327.631,532.514,795.117,40.632,4.469,5179.519
2023,28 Tamaulipas,013 Güémez,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2023,28 Tamaulipas,013 Güémez,Sector 31-33 Industrias manufactureras,20,2.342,1.249,1.093,0,0,0.536
2023,28 Tamaulipas,013 Güémez,Sector 43 Comercio al por mayor,201,197.257,72.816,124.441,38.609,3.098,177.528
2023,28 Tamaulipas,013 Güémez,Sector 46 Comercio al por menor,145,62.468,31.227,31.241,1.911,1.309,45.646
2023,28 Tamaulipas,013 Güémez,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2023,28 Tamaulipas,013 Güémez,Sector 62 Servicios de salud y de asistencia social,,,,,,,
2023,28 Tamaulipas,013 Güémez,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,56,16.041,3.24,12.801,0.017,0.017,3.077
2023,28 Tamaulipas,013 Güémez,Sector 81 Otros servicios excepto actividades gubernamentales,13,0.813,0.246,0.567,0.05,0,0.613
2023,28 Tamaulipas,014 Guerrero,Total municipal,445,141.732,50.886,90.846,-0.189,0.023,51.066
2023,28 Tamaulipas,014 Guerrero,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",103,20.058,10.161,9.897,0,0,20.334
2023,28 Tamaulipas,014 Guerrero,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2023,28 Tamaulipas,014 Guerrero,Sector 23 Construcción,,,,,,,
2023,28 Tamaulipas,014 Guerrero,Sector 31-33 Industrias manufactureras,15,8.66,5.463,3.197,0,0,3.603
2023,28 Tamaulipas,014 Guerrero,Sector 43 Comercio al por mayor,10,1.623,0.223,1.4,-0.004,0,0.361
2023,28 Tamaulipas,014 Guerrero,Sector 46 Comercio al por menor,141,53.407,8.011,45.396,-0.189,0.02,13.378
2023,28 Tamaulipas,014 Guerrero,"Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,
2023,28 Tamaulipas,014 Guerrero,Sector 62 Servicios de salud y de asistencia social,,,,,,,
2023,28 Tamaulipas,014 Guerrero,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,
2023,28 Tamaulipas,014 Guerrero,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,92,15.562,8.885,6.677,-0.076,0.003,2.334
2023,28 Tamaulipas,014 Guerrero,Sector 81 Otros servicios excepto actividades gubernamentales,40,2.885,1.059,1.826,0.095,0,1.273
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,Total municipal,2140,1609.4,421.341,1188.059,233.332,231.313,1593.732
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 21 Minería,,,,,,,
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 31-33 Industrias manufactureras,340,259.413,162.174,97.239,0.396,0.4,26.929
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 43 Comercio al por mayor,168,162.784,20.834,141.95,2.066,0.931,144.9
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 46 Comercio al por menor,802,465.744,63.822,401.922,1.159,0.242,101.773
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 48-49 Transportes, correos y almacenamiento",16,5.33,2.207,3.123,0,0,7.04
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 51 Información en medios masivos,,,,,,,
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 52 Servicios financieros y de seguros,30,40.673,15.444,25.229,0.002,0,1.743
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,43,5.426,2.52,2.906,0.01,0.03,29.398
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 54 Servicios profesionales, científicos y técnicos",30,6.352,1.845,4.507,0.016,0.016,2.039
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",6,1.069,0.783,0.286,0.001,0,0.379
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 61 Servicios educativos,,,,,,,
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 62 Servicios de salud y de asistencia social,30,3.46,1.693,1.767,0.065,0.065,2.087
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",15,3.279,1.072,2.207,1.73,1.73,7.64
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,264,61.955,30.095,31.86,0.161,0.188,19.312
2023,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 81 Otros servicios excepto actividades gubernamentales,279,46.557,16.115,30.442,0.541,0.556,26.209
2023,28 Tamaulipas,016 Hidalgo,Total municipal,1455,325.09,95.227,229.863,-5.499,1.255,127.458
2023,28 Tamaulipas,016 Hidalgo,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",5,0.517,0.201,0.316,0,0,0.079
2023,28 Tamaulipas,016 Hidalgo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2023,28 Tamaulipas,016 Hidalgo,Sector 31-33 Industrias manufactureras,126,28.833,16.251,12.582,-0.045,0.011,8.422
2023,28 Tamaulipas,016 Hidalgo,Sector 43 Comercio al por mayor,129,28.73,4.23,24.5,-1.669,0.098,16.55
2023,28 Tamaulipas,016 Hidalgo,Sector 46 Comercio al por menor,704,161.87,31.883,129.987,-3.576,1.076,73.379
2023,28 Tamaulipas,016 Hidalgo,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2023,28 Tamaulipas,016 Hidalgo,Sector 51 Información en medios masivos,,,,,,,
2023,28 Tamaulipas,016 Hidalgo,Sector 52 Servicios financieros y de seguros,,,,,,,
2023,28 Tamaulipas,016 Hidalgo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,,,,,,,
2023,28 Tamaulipas,016 Hidalgo,"Sector 54 Servicios profesionales, científicos y técnicos",6,6.703,3.074,3.629,0.002,0.002,0.233
2023,28 Tamaulipas,016 Hidalgo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",6,1.414,0.225,1.189,0.002,0.002,0.423
2023,28 Tamaulipas,016 Hidalgo,Sector 62 Servicios de salud y de asistencia social,19,4.597,2.049,2.548,-0.036,0,1.155
2023,28 Tamaulipas,016 Hidalgo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,
2023,28 Tamaulipas,016 Hidalgo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,271,57.925,26.252,31.673,-0.096,0.038,15.001
2023,28 Tamaulipas,016 Hidalgo,Sector 81 Otros servicios excepto actividades gubernamentales,157,22.586,8.461,14.125,-0.091,0.028,7.64
2023,28 Tamaulipas,017 Jaumave,Total municipal,1500,725.009,505.48,219.529,8.88,4.359,366.827
2023,28 Tamaulipas,017 Jaumave,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2023,28 Tamaulipas,017 Jaumave,Sector 31-33 Industrias manufactureras,647,546.685,446.201,100.484,3.126,1.603,261.389
2023,28 Tamaulipas,017 Jaumave,Sector 43 Comercio al por mayor,33,5.84,1.118,4.722,-0.122,-0.031,4.911
2023,28 Tamaulipas,017 Jaumave,Sector 46 Comercio al por menor,431,90.613,15.091,75.522,3.97,0.855,44.773
2023,28 Tamaulipas,017 Jaumave,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2023,28 Tamaulipas,017 Jaumave,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,9,0.595,0.125,0.47,0.002,0.002,2.986
2023,28 Tamaulipas,017 Jaumave,"Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,
2023,28 Tamaulipas,017 Jaumave,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,
2023,28 Tamaulipas,017 Jaumave,Sector 62 Servicios de salud y de asistencia social,8,1.1,0.627,0.473,0.3,0.3,1.126
2023,28 Tamaulipas,017 Jaumave,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",7,0.9,0.395,0.505,0,0,2.742
2023,28 Tamaulipas,017 Jaumave,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,250,49.745,29.415,20.33,1.148,1.145,35.023
2023,28 Tamaulipas,017 Jaumave,Sector 81 Otros servicios excepto actividades gubernamentales,88,7.695,4.444,3.251,0.293,0.322,7.776
2023,28 Tamaulipas,018 Jiménez,Total municipal,829,135.656,46.622,89.034,30.941,32.497,91.005
2023,28 Tamaulipas,018 Jiménez,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,
2023,28 Tamaulipas,018 Jiménez,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2023,28 Tamaulipas,018 Jiménez,Sector 23 Construcción,,,,,,,
2023,28 Tamaulipas,018 Jiménez,Sector 31-33 Industrias manufactureras,69,14.203,7.996,6.207,4.526,4.547,6.372
2023,28 Tamaulipas,018 Jiménez,Sector 43 Comercio al por mayor,189,16.277,1.103,15.174,3.861,3.953,6.265
2023,28 Tamaulipas,018 Jiménez,Sector 46 Comercio al por menor,271,60.79,15.262,45.528,13.104,14.558,39.928
2023,28 Tamaulipas,018 Jiménez,Sector 51 Información en medios masivos,,,,,,,
2023,28 Tamaulipas,018 Jiménez,Sector 52 Servicios financieros y de seguros,,,,,,,
2023,28 Tamaulipas,018 Jiménez,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,,,,,,,
2023,28 Tamaulipas,018 Jiménez,"Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,
2023,28 Tamaulipas,018 Jiménez,Sector 62 Servicios de salud y de asistencia social,,,,,,,
2023,28 Tamaulipas,018 Jiménez,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",10,1.034,0.457,0.577,0.838,0.838,2.813
2023,28 Tamaulipas,018 Jiménez,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,141,25.48,12.213,13.267,3.061,3.062,17.791
2023,28 Tamaulipas,018 Jiménez,Sector 81 Otros servicios excepto actividades gubernamentales,110,9.961,5.741,4.22,4.763,4.766,7.775
2023,28 Tamaulipas,019 Llera,Total municipal,616,994.166,505.712,488.454,26.117,25.642,1549.045
2023,28 Tamaulipas,019 Llera,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2023,28 Tamaulipas,019 Llera,Sector 31-33 Industrias manufactureras,71,24.056,13.45,10.606,5.486,5.486,5.926
2023,28 Tamaulipas,019 Llera,Sector 43 Comercio al por mayor,19,5.347,0.933,4.414,0.602,0.602,0.907
2023,28 Tamaulipas,019 Llera,Sector 46 Comercio al por menor,275,92.552,24.061,68.491,9.377,8.924,48.6
2023,28 Tamaulipas,019 Llera,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2023,28 Tamaulipas,019 Llera,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,12,2.191,0.34,1.851,1.618,1.618,2.339
2023,28 Tamaulipas,019 Llera,"Sector 54 Servicios profesionales, científicos y técnicos",5,0.394,0.142,0.252,0.549,0.549,0.549
2023,28 Tamaulipas,019 Llera,Sector 62 Servicios de salud y de asistencia social,19,1.914,0.584,1.33,1.41,1.41,3.41
2023,28 Tamaulipas,019 Llera,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,
2023,28 Tamaulipas,019 Llera,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,104,25.123,10.584,14.539,3.582,3.582,11.824
2023,28 Tamaulipas,019 Llera,Sector 81 Otros servicios excepto actividades gubernamentales,87,19.884,7.74,12.144,2.462,2.447,8.06
2023,28 Tamaulipas,020 Mainero,Total municipal,53,9.939,5.078,4.861,0.181,0.068,3.308
2023,28 Tamaulipas,020 Mainero,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2023,28 Tamaulipas,020 Mainero,Sector 31-33 Industrias manufactureras,,,,,,,
2023,28 Tamaulipas,020 Mainero,Sector 46 Comercio al por menor,,,,,,,
2023,28 Tamaulipas,020 Mainero,Sector 62 Servicios de salud y de asistencia social,,,,,,,
2023,28 Tamaulipas,020 Mainero,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,
2023,28 Tamaulipas,020 Mainero,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,6,0.953,0.394,0.559,0,0,1.193
2023,28 Tamaulipas,020 Mainero,Sector 81 Otros servicios excepto actividades gubernamentales,,,,,,,
2023,28 Tamaulipas,021 El Mante,Total municipal,18384,8944.391,3156.535,5787.856,385.476,364.631,3960.833
2023,28 Tamaulipas,021 El Mante,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",43,6.962,1.468,5.494,0,0,11.288
2023,28 Tamaulipas,021 El Mante,Sector 21 Minería,,,,,,,
2023,28 Tamaulipas,021 El Mante,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2023,28 Tamaulipas,021 El Mante,Sector 23 Construcción,109,35.228,20.466,14.762,-0.001,0,20.869
2023,28 Tamaulipas,021 El Mante,Sector 31-33 Industrias manufactureras,1888,1921.809,1076.321,845.488,249.998,174.478,679.901
2023,28 Tamaulipas,021 El Mante,Sector 43 Comercio al por mayor,1971,2458.701,518.525,1940.176,-34.464,35.792,547.25
2023,28 Tamaulipas,021 El Mante,Sector 46 Comercio al por menor,6151,2137.809,542.209,1595.6,38.947,22.45,876.145
2023,28 Tamaulipas,021 El Mante,"Sector 48-49 Transportes, correos y almacenamiento",1333,725.656,343.501,382.155,125.676,125.717,983.575
2023,28 Tamaulipas,021 El Mante,Sector 51 Información en medios masivos,64,52.299,21.841,30.458,0.004,0,12.547
2023,28 Tamaulipas,021 El Mante,Sector 52 Servicios financieros y de seguros,132,130.084,44.545,85.539,1.742,1.742,14.51
2023,28 Tamaulipas,021 El Mante,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,185,25.615,11.17,14.445,0.083,0.069,50.614
2023,28 Tamaulipas,021 El Mante,"Sector 54 Servicios profesionales, científicos y técnicos",414,67.134,20.58,46.554,0.123,0.237,35.854
2023,28 Tamaulipas,021 El Mante,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",197,83.157,24.027,59.13,1.124,1.114,19.477
2023,28 Tamaulipas,021 El Mante,Sector 61 Servicios educativos,590,122.487,42.514,79.973,0.05,0.05,90.195
2023,28 Tamaulipas,021 El Mante,Sector 62 Servicios de salud y de asistencia social,647,147.35,49.375,97.975,0.823,0.77,107.773
2023,28 Tamaulipas,021 El Mante,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",190,19.867,8.428,11.439,0.106,0.106,34.88
2023,28 Tamaulipas,021 El Mante,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2563,584.693,295.343,289.35,1.023,0.885,180.182
2023,28 Tamaulipas,021 El Mante,Sector 81 Otros servicios excepto actividades gubernamentales,1679,283.923,103.811,180.112,1.287,1.199,142.858
2023,28 Tamaulipas,022 Matamoros,Total municipal,160475,99343.758,37500.824,61842.934,1678.52,1502.461,32957.842
2023,28 Tamaulipas,022 Matamoros,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",1387,196.546,126.218,70.328,0,0,204.546
2023,28 Tamaulipas,022 Matamoros,Sector 21 Minería,,,,,,,
2023,28 Tamaulipas,022 Matamoros,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2023,28 Tamaulipas,022 Matamoros,Sector 23 Construcción,1681,1886.965,1067.075,819.89,2.23,1.806,480.278
2023,28 Tamaulipas,022 Matamoros,Sector 31-33 Industrias manufactureras,83889,59728.621,23867.596,35861.025,821.947,778.494,13632.046
2023,28 Tamaulipas,022 Matamoros,Sector 43 Comercio al por mayor,4592,4874.173,1221.566,3652.607,-15.677,95.946,2828.42
2023,28 Tamaulipas,022 Matamoros,Sector 46 Comercio al por menor,28021,13597.97,2894.402,10703.568,458.356,215.497,6747.408
2023,28 Tamaulipas,022 Matamoros,"Sector 48-49 Transportes, correos y almacenamiento",5468,3980.076,1883.02,2097.056,289.344,289.373,2768.634
2023,28 Tamaulipas,022 Matamoros,Sector 51 Información en medios masivos,619,553.128,301.287,251.841,5.559,5.345,170.733
2023,28 Tamaulipas,022 Matamoros,Sector 52 Servicios financieros y de seguros,756,654.28,395.904,258.376,2.025,2.543,56.251
2023,28 Tamaulipas,022 Matamoros,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1414,843.544,268.844,574.7,24.118,23.478,473.95
2023,28 Tamaulipas,022 Matamoros,"Sector 54 Servicios profesionales, científicos y técnicos",1451,435.455,137.865,297.59,1.941,1.887,186.873
2023,28 Tamaulipas,022 Matamoros,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2288,1663.503,747.362,916.141,25.701,27.888,306.716
2023,28 Tamaulipas,022 Matamoros,Sector 61 Servicios educativos,2876,934.665,338.433,596.232,3.154,0.432,396.108
2023,28 Tamaulipas,022 Matamoros,Sector 62 Servicios de salud y de asistencia social,3568,1451.833,564.906,886.927,20.398,22.372,473.021
2023,28 Tamaulipas,022 Matamoros,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",808,264.865,73.863,191.002,12.696,12.693,267.402
2023,28 Tamaulipas,022 Matamoros,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,11190,5302.017,2542.695,2759.322,14.308,14.81,1531.525
2023,28 Tamaulipas,022 Matamoros,Sector 81 Otros servicios excepto actividades gubernamentales,9423,2101.467,791.478,1309.989,5.915,5.635,829.303
